CL -alpha table
-2.0 , 0.245950810994
-0.8 , 0.346516324398
-0.4 , 0.380038162199
1.2 , 0.514125513404
2.0 , 0.581169189006
2.4 , 0.614691026807
4.0 , 0.748778378012
4.4 , 0.782300215814
6.0 , 0.916387567019
6.8 , 0.983431242621
8.0 , 1.08399675602
8.4 , 1.11751859383
10.0 , 1.25160594503
10.4 , 1.28512778283
10.8 , 1.31864962063
11.2 , 1.34794645843
11.6 , 1.36466829624
12.0 , 1.36859013404
12.4 , 1.35971197184
12.8 , 1.33803380964
13.2 , 1.30355564744
13.6 , 1.25627748524
14.0 , 1.19619932304
14.4 , 1.12332116084
14.8 , 1.03764299865
15.2 , 0.939164836447
15.6 , 0.827886674248
